AD043,AD111,AD114,AD115,AD118,AD119,AD120,AD122,AD123,AD127,AD130,AD131,AD136,AD157,AD158,AD159,AD162,AD163,AD164,AD167,AD169,AD170,AD172,AD173,AD177,AD178,AD179,AD183,AD185,AD186,AD187,AD188,AD201,AD202,AD203,AD207,AD208,AD210,AD212,AD213,AD218,AD221,AD224,AD225,AD226,AD228,AD230,AD232,AD234,AD236,AD238,AD239,AD240,AD241,AD243,AD247,AD249,AD250,AD252,AD253,AD255,AD258,AD259,AD260,AD261,AD262,AD266,AD267,AD268,AD269,AD275,AD276,AD277,AD283,AD285,AD287,AD294,AD295,AD296,AD299,AD301,AD302,AD304,AD305,AD308,AD309,AD311,AD313,AD314,AD315,AD317,AD318,AD320,AD323,AD327,AD330,AD331,AD332,AD334,AD335,AD336,AD337,AD338,AD340,AD341,AD346,AD347,AD350,AD351,AD352,AD353,AD355,AD356,AD360,AD361,AD362,AD363,AD366,AD367,AD368,AD370,AD374,AD375,AD379,AD382,AD383,AD384,AD10T1,AD15T1,AD16T2,AD18T1,AD19T1,AD1T1,AD2T1,AD31,AD3T1,AD4T1,AD5T1,AD7T1,NL1179,NL1675,NL1698,NL1884,NL2378,NL2562,NL268,NL279,NL3104,NL3681,NL4083,NL4353,NL504,NL6084,NL6853,NL6943,NL7530
63.2,113.16,77.98,146.23,246.66,137.86,78.89,226.97,286.82,184.65,308.32,59.305,301.7,149.49,52.19,80.68,140.76,54.165,188.04,50.225,158.665,47.34,177.84,70.95,130.38,14.68,62.385,46.415,41.9,30.48,97.595,44.07,41.19,104.97,77.895,42.91,107.42,178.18,315.84,53.53,57.39,116.72,35.2,171.05,152.3,92.72,133.69,101.3,82.97,81.4,319.14,24.11,105.71,126.55,161.78,315.32,40.77,100.82,121,161.43,151.76,104.358,234.66,413.61,349.02,403.685,281.96,245.83,66.2833,358.31,77.86,152.35,80.07,239.25,79.18,117.88,285.72,57.73,85.52,177.54,99.23,92.27,107.77,84.41,202.38,116.27,152.375,117.36,179.79,141.82,95.11,87.28,44.29,229.41,39.34,154.52,17.99,55.18,75.42,41.62,71.38,318.68,174.46,97.565,43.825,188.98,69.695,194.64,77.88,227.63,76.8,250.33,134.78,221.38,96.89,17.01,82.6,31.84,78.91,118.79,65.54,137.68,28.31,77.755,76,58.62,82.48,85.79,232.96,143.95,157.13,175.99,253.34,64.35,86.91,85.72,285.9,54.31,76.55,182.43,184.01,212.09,132.27,151.78,135.16,191.85,287.7,174.16,162.91,216.25,87,169,126.59,146.65,154.51,317
10.54,18.68,7.925,18.32,28.4,0,7.285,13.68,1.895,15.33,6.38,14.885,38.85,4.085,111.295,29.6,18.15,21.265,5.21,2.215,15.42,0,27.305,37.62,13.26,17.785,28.995,6.995,272.47,15.16,0.29,88.36,0,34.14,128.625,16.81,34.46,117.29,0,17.67,17.68,36.52,17.56,1.76,49.57,10.635,15.31,13.01,22.94,16.09,10.39,0,21.34,0,47.005,114.94,11.02,5.72,25.82,3.45,170.943,2.465,0,13.035,0,11.34,28.89,13.64,270.35,31.63,0,3.75,9.04,14,41.56,0.3,18.96,9.03,36.045,0,218.645,0,0,0,0,21.68,33.93,3.3,19.62,24.5,19.15,5.51,12.78,20.16,0,8.91,0,145.15,500.015,0,5.17,5.02,67.03,48.685,26.65,21.91,24.855,25.09,83.54,34.1,150.13,0,0,28.515,289.72,71.06,0,7.54,36.57,0.76,1.55,1.43,6.51,12.5,31.6,15.61,20.845,9.07,0,0,40.38,12.62,1.13,34.41,1.86,0,0,38.42,0,0,0,47.13,0,0,2.35,27.2,7.33,15.8,0,0,0,0,1.4,0.38,17.61,3.52
33.21,87.69,76.735,232.775,59.78,110.96,147.4,125.65,35.015,142.31,168.88,94.45,25.23,35.88,100.515,314.22,193.15,49.19,94.6,259.175,14.085,0,174.71,309.38,93.34,61.45,126.8,22.37,195.49,152.74,47.43,67.52,48.78,65.57,100.13,270.91,98.42,70.64,34.19,29.94,37.53,59.2,95.54,105.33,57.55,70.405,140.49,78.97,61.53,22.31,120.64,124.92,77.26,24.64,55.595,140.18,130.94,89.53,41.06,63.03,26.3667,41.8725,134.4,66.435,68.65,54.825,205.21,54.25,67.7833,107.61,36.38,223.485,26.8,134.14,56.99,5.34,37.69,47.83,46.18,16.94,268.735,123.915,39.41,58.94,186.86,334.35,216.495,88.12,56.87,84.73,616.86,130.69,24.9,212.58,40.055,24.95,151.25,112.47,77.76,10.58,158.29,61.89,76.705,65.5,7.68,101.19,226.785,129.985,181.2,119.5,57.77,74.96,184.11,86.16,100.4,66.21,196.69,58.36,268.61,9.69,78.77,17.23,319.165,36.96,164.855,63.54,47.055,46.58,125.3,74.15,218.07,111.16,89.51,15.71,29.43,111.8,117.86,83.24,33.14,208.97,100.11,165.12,126.07,108.87,251.29,54.68,220.08,138.66,221.88,182.49,255.62,108.88,150.57,177.06,257.53,162.04
19.44,25.05,34.07,58.625,41.56,29.07,18.28,26.77,10.225,77.64,59.16,20.76,17.24,15.75,168.34,40.74,133.31,44.625,14.435,70.51,18.755,88.1967,58.81,353.99,23.14,96.09,107.73,31.415,89.26,10.32,0,39.73,15.03,69.07,58.41,88.08,50.44,50.37,46.81,78.06,43.21,39.76,57.47,142.17,56.55,62.215,37.61,151.02,41.16,1.32,50.55,78.08,45.29,31.19,110.08,79.71,37.38,135.54,20.44,28.32,132.363,21.7125,53.55,40.425,116.11,36.445,93.8,105.64,100.987,61.04,0.43,14.835,25.61,59.05,86.9,0,34.595,13.15,39.9,2.86,14.92,21.23,15.66,29.86,81.19,177.17,101.89,39.37,61.26,138.71,70.46,93.34,24.09,73.01,167.915,32.07,260.35,36.45,9.915,1.19,39.16,18.16,57.35,117.83,22.585,135.17,68.79,78.04,57.7,33.01,72.27,20.49,175.62,25.315,50.55,61.37,280.69,88.19,166.99,19.53,88.7,0,29.165,20.515,49.31,22.035,27.165,57.75,29.87,97.82,41.12,512.54,77.85,0,11.31,48.52,123.64,36.98,41.27,265.7,205.05,272.45,220.26,135.46,307.51,119.32,172.87,259.22,156.09,201.89,212.13,155.32,88.8,170.49,364.7,105.74
169.58,262.69,346.39,425.025,182.09,205.65,198.23,128.69,188.91,177.59,259.42,175.615,123.54,224.54,256.34,200.36,204.02,179.495,239.265,162.23,236.27,325.92,222.03,314.96,603.63,250.495,265.835,188.475,513.03,211.32,226.435,177.68,152.67,130.42,256.84,157.37,195.6,181.23,155.16,172.31,193.87,148.31,252.65,173.04,150.3,169.98,165.75,178.41,202.08,243.23,187.74,223.64,179.62,175.13,151.17,140.18,307.54,152.97,288.2,275.31,146.13,233.907,186.2,83.875,86.9,98.425,224.67,155.15,242.443,261.84,252.97,290.105,476.56,156.09,271.18,265.65,106.595,174.86,167.19,356.54,328.595,248.25,157.35,150.03,138.68,204.12,324.985,166.1,155.37,206.14,224.88,334.54,215.66,179.82,239.1,259.7,207.35,340.35,243.755,342.805,265.14,191.65,213.085,249.255,289.45,209.465,310.04,140.34,386.57,174.15,196.2,143.38,93.48,200.865,162.5,217.48,80.19,258.43,381.26,263.09,259.37,209.73,239.775,326.475,350.815,213.06,222.295,113.32,256.67,118.76,280.94,216.95,145.96,352.82,198.6,186.96,127.7,268.14,215.69,93.86,88.84,146.9,115.99,88.31,102.88,196.27,128.45,110.48,94.72,67.44,116.84,99.32,93.41,127.75,133.13,160.16
154.13,159.86,148.87,43.24,159.87,197.47,95.255,218.85,305.135,189.35,826.12,0,110.57,424.325,230.845,322.56,410.02,9.09,115.215,312.96,293.445,382.053,348.38,499.09,18.65,340.125,237.67,244.76,52.32,0,506.045,317.55,346.89,48.97,281.435,102.14,193.59,256.4,304.91,188.32,340.49,127.25,251.72,83.42,251.1,466.69,0,8.95,4.73,219.09,711.53,119.83,389.26,180.73,283.48,304.15,179.44,284.23,0,220.01,568.213,263.675,14.61,364.375,369.56,212.715,182.5,175.83,305.993,99.03,139.61,369.105,116.75,269.27,132.26,67.49,291.96,122.91,60.265,367.49,0,439.53,138.12,1.7,714.36,367.9,170.035,339.61,56.87,208.21,11.25,237.68,193.02,152.42,309.62,118.69,301.05,677.04,0,465.64,199.56,254.31,239.65,166.69,24.685,25.505,506.76,91.915,175.55,37.39,176.34,321.12,255.41,44.78,275.29,160.76,32.88,184.34,23.98,8.8,106.34,260.05,119.025,251.01,35.87,338.79,67.14,204.32,25.71,227.24,0,480.05,111.89,0,434.9,37.94,2.4,159.43,120.05,57.4,37.35,41.37,12.5,0,29.05,142.33,27.66,0,0.29,0,6.95,74.08,21.63,0,32.64,26.96
30.78,30.36,55.82,70.14,27.39,77.04,44.835,63.05,74.095,38.84,260.95,90.45,64.55,13.26,28.62,72.67,7.51,26.1,5.365,19.27,23.335,27.9333,54.235,150.65,27.63,49.805,42.31,18.515,100.63,33.71,178.78,124.8,8.28,60.33,271.205,73.02,98.42,50.37,26.08,133.69,62.12,27.61,57.47,35.62,202.2,37.655,32.76,203.78,24.02,26.2,37.16,106.59,266.29,18.09,210.885,30.27,71.34,55.77,86.84,27.43,88.01,18.825,26.99,68.955,155.12,34.13,90.56,26.28,30.43,52.46,10.57,12.42,20.88,65.98,52.17,1.98,34.905,4.07,41.81,16.935,105.775,180.045,18.82,38.03,23,1133.59,121.135,31.57,26.92,26.58,39.88,81.22,39.44,22.8,32.43,22.27,12.79,58.93,156.805,8.54,76.75,28.54,639.775,58.28,28.43,31.015,536.51,104.945,163.45,50.53,77.71,155.67,141.8,35.46,120.12,242.64,4.81,15.27,162.41,62.44,20.31,11.31,49.77,29.79,110.815,45.25,48.575,201.42,54.15,102.7,47.07,37.78,10.83,45.64,21.55,83.05,38.48,59.37,16.19,43.85,12.42,74,25.6,52.4,43.17,0,41.53,31.82,24.1,24.78,6.17,31.11,69.47,21.74,28.69,41.96
215.18,53.71,191.765,198.045,84.06,38.43,206.075,153.98,70.045,97.63,241.12,81.235,258.28,156.175,212.9,126.5,147.39,53.38,53.335,95.135,298.55,130.897,117.155,293.59,88.83,75.68,152.02,117.29,223.98,137.31,262.715,175.08,59.75,147.12,172.825,133.26,162.5,78.75,80.18,72.4,283.28,81.88,113.19,43.59,118.38,63.5,53.13,70.85,125.87,98.51,126.83,262.31,87.92,123.75,101.145,127.19,126.12,127.98,103.01,82.64,182.897,338.473,39.38,109.62,351.95,44.165,76.49,69.59,66.8733,111.28,287.07,115.885,141.59,65.98,83.04,0,103.315,272.12,20.75,169.615,128.32,84.49,238.77,327.35,199.68,231.11,139.89,105.67,165.72,60.85,145.33,70.12,662.95,67.72,101.785,93.65,624.07,177.26,200.735,244.245,275.04,159.59,132.145,121.32,222.21,79.46,149.95,123.46,233.63,103.08,132.04,160.74,139.69,15.92,89.15,254.83,45.71,221.93,85.78,83,71.05,446.45,120.58,118.025,125.655,315.625,140.735,191.29,232.24,113.17,202.54,125.94,48.69,100.86,60.14,199.98,205.47,183.45,212.26,37.92,4.38,59.6,4.02,48.98,42.43,17.45,47.07,40.63,17.3,33.97,49.32,49.53,30.82,21.74,25.52,63.53
164.7,327.24,152.395,191.055,192.19,155.4,152.9,173.22,187.195,137.61,127.95,256.285,192.15,173.535,172.18,140.23,139.1,478.08,309.84,146.21,122,66.9867,183.035,220.23,257.67,153.605,119.485,140.115,104.42,184.45,302.98,58.84,169.58,137.45,188.505,120.21,109.42,183.26,194.99,79.95,167.29,219.59,91.83,169.05,125.36,145.67,345.91,82.02,177.38,191.08,185.67,133.06,138.63,191.93,92.405,158.26,130.94,110.62,164.23,308.12,99.1533,141.79,149.56,101.305,79.46,117.955,237.65,169.54,300.663,177.42,308.26,142.875,224.35,277.35,150.6,528.23,162.48,159.2,220.605,206.53,248.69,88.39,169.38,160.08,109.52,212.64,135.67,189.5,267.64,204.06,100.04,128.67,278.73,143.59,128.53,143.76,40.06,113.23,219.515,173.275,213.02,249.96,123.005,191.44,317,175.04,174.35,157.345,240.89,212.36,116.65,175.96,83.71,316.8,99,84.78,196.69,116.92,226.39,147.43,161.43,170.25,233.28,153.455,304.225,248.605,127.105,116.86,111.99,130.64,175.53,144.14,133.3,136.46,119.96,145.48,131.17,149.97,133.67,195.26,139.59,186.21,84.26,116.58,224.53,250.15,350.71,214.59,200.5,166.49,127.06,201.18,132.12,145.83,225.02,176.12
547.74,592.5,1341.92,890.375,1170.3,401.71,1484.87,604,1016.13,1152.27,808.69,577.305,881.37,658.51,906.62,743.81,1209.28,285.455,873.025,1155.23,1086.22,667.03,613.785,432.11,892.42,384.515,1162.35,520.28,456.55,1749.24,731.5,466.43,981.16,986.23,456.92,586.94,659.28,700.71,1091.64,595.79,334.77,506.62,573.15,823.01,677.56,1156.51,425,614.86,875.99,1653.01,524.85,744.22,506.56,650.4,659.095,959.15,699.68,526.95,533.94,828.04,894.323,589.37,598.45,760.585,875.07,1025.71,463.25,470.32,924.223,612.01,1536.14,621.12,720.99,877.94,597.43,1516.48,608.885,1011.43,531.78,960.77,435.74,703.435,906.47,836.56,1133.28,695.28,1229.72,898.76,630.88,835.19,238.6,808.64,268.22,974.71,855.26,932.58,1390.36,652.25,1067.06,1065.92,625.99,652.36,388.29,643.32,754.3,928.695,773.165,1134.21,319.83,871.19,464.69,792.58,851.92,336.865,563.29,598.11,1058.01,548.49,473.02,960.01,883.81,876.69,650.665,895.885,504.345,586.055,731.88,648.79,919.2,845.95,942.48,784.9,1051.96,250.06,229.25,1152.2,1096.73,511.36,639.48,1102.79,1268.36,708.84,1464.44,1188.63,875.46,1279.56,1065.32,1268.52,1383.25,867.28,878.17,858.46,1055.8,783.86,937.49,1119.85
34.83,10.18,50.68,9.37,43.59,0,172.84,0.59,114.96,5.93,53.12,5.255,6.85,4.495,79.62,124.08,0,11.985,119.435,34.495,0,0,14.995,23.74,65.4,70.53,62.14,0,53.26,15.16,55.44,11.06,26,77.82,15.47,0,6.51,60.5,0,84.66,100.93,47.05,57.47,55.54,23.66,10.25,40.52,55.63,3.66,0,0.1,54.66,0.95,46.16,14.675,59.63,27.91,0,0,52.34,85.9667,23.32,108.58,42.21,0,0,9.42,59.66,4.23,30.4,0,56.5,6.67,89.09,25.16,0,5.03,0,121.345,0,0,0,0,0,120.1,18.15,14.455,0,78.1,22.43,9.28,87.28,4.7,0,0,8.91,68.64,132.97,44.02,0,21.27,0,52.66,139.295,1.895,10.365,24.445,21.69,73.85,24.24,72.27,0,126.36,135.06,0,62.99,104.26,93.71,23.98,0,0,35.01,0,95.245,25.855,4.2,12.93,0,0,0,0,0,86.6,0,0,140.75,0,65.15,0,110,107.35,33.7,159.45,127.73,111.12,0,1.78,148.33,0,106.82,0,0,0,0,121.26,89.79
198.89,201.22,206.005,170.04,134.62,143.71,151.62,195.52,104.675,246.98,209.15,151.655,240.84,116.1,186.985,209.35,338.48,156.21,181.715,136.365,275.895,332.153,115.785,221.16,141.24,302.715,230.14,297.61,119.59,140.56,207.445,225.27,272.09,146.24,225.43,232.72,183.56,224.9,305.82,280.45,278.52,136.97,206.14,218.84,175.25,180.575,128.83,251.46,197.78,107.06,407.33,227.72,325.44,146.17,299.49,161.88,121.3,244.74,174.15,213.68,318.85,142.12,144.21,194.835,295.44,181.545,186.83,204.57,219.923,203.13,172.79,184.74,114.38,225.39,152.53,123.75,157.86,324.04,256.325,121.015,217.88,233.075,177.42,270.12,200.35,205.54,107.245,162.2,206.5,115.87,221.94,256.85,298.94,164.79,197.94,141.97,164.28,246.79,153.54,155.33,193.27,245.61,445.495,210.71,226.165,222.25,276.63,301.475,187.66,93.23,209.73,287.09,203.26,150.205,231.51,459.17,151.63,203.14,182.99,42.77,181.25,130.77,211.24,82.6,157.52,218.88,155.395,217.41,134.42,181.21,175.53,205.31,135.25,225.61,105.8,168.55,151.44,279.86,216.38,232.13,140.4,203.46,151.68,219.89,201.69,168.86,269.17,211.35,209.05,216.25,212.13,188.16,256.01,169.66,134.72,182.69
81.85,78.13,41.55,130.385,134.62,183.45,105.615,73.14,88.63,163.48,70.49,62.03,96.81,167.37,150.055,101.54,106.03,110.855,74.75,36.17,31.465,51.0367,88.125,84.85,96.05,71.99,92.47,45.15,135.71,77.35,66.05,151.68,36.97,118.13,207.4,169.42,80.42,107.14,70.26,122.38,58.34,65.68,49.12,77.45,91.45,136.27,56.04,135.8,105.49,40.97,68.07,68.92,94.15,99.45,102.645,40.29,59.77,62.51,148.01,101.4,78.42,40.6125,121.93,62.865,70,77.255,99.21,41.62,52.54,132.11,17.02,87.72,113.2,143.38,65.67,38.09,121.445,37.1,57.835,77.42,60.14,71.78,57.66,98.97,73.31,50.58,92.36,90.07,75.9,105.49,52.71,89.3,148.56,53.63,44.265,59.72,23.83,70.96,63.54,37.94,91.08,62.58,265.16,116.905,55.225,164.155,135.825,66.49,172.33,43.96,222.35,30.51,161.51,93.68,232.23,38.78,18.44,32.94,152.13,45.45,39.07,30.07,168.69,85.765,166.465,130.055,275.59,90.72,76.4,142.55,113.04,129.98,97.29,118.66,60.14,112.48,25.7,390.65,228.74,57.4,11.62,81.67,24.83,56.67,49.87,44.04,64.64,62.28,6.24,44.01,39.12,10.64,68.55,17.64,19.19,44.78
104.57,461.26,226.165,164.36,136.64,184.62,166.49,215.81,252.45,204.64,161.3,138.435,249.13,171.825,235.705,169.4,293.3,182.935,243.1,274.42,336.235,112.71,294.115,159.92,147.58,76.905,126.505,213.73,60.84,50.67,240.585,76.2,134.92,134.81,159.575,288,185.57,135.55,198.61,107.3,206.22,111.86,81.61,288.53,239.13,108.185,236.76,174.36,260.09,301.64,234.25,62.81,349.69,206.87,367.135,293.01,143.36,169.69,178.66,209.17,229.937,161.947,381.57,325.375,330.81,320.825,229,179.42,357.73,198.23,146.99,361.745,252.7,326.99,124.54,134.67,290.57,202.89,209.46,167.32,97.275,219.89,265.58,648.76,165.38,99.3,307.18,151.48,169.42,349.09,107.92,214.46,90.36,222.32,82.995,227.27,82.94,140.58,201.855,155.02,193.27,440.06,380.125,159.195,547.075,237.94,161.54,198.88,89.19,154.49,86.77,567.4,269.09,252.995,151.89,130.02,224.9,78.24,137.26,112.52,216.47,1176.54,129.345,805.215,143.7,118.545,65.05,82.98,238.7,281.6,300.04,270.8,422.2,83.07,69.59,171.27,361.97,71.66,110.53,162.79,708.02,285.85,353.47,455.92,169.85,259.86,233.97,405.55,372.33,419.74,224.76,128.67,396.48,192.68,179.06,289.75
336.87,898.77,754.995,1302.02,661.34,1064.5,1059.73,663.98,989.95,936.65,391.95,322.225,452.23,286.385,679.05,413.53,719.87,353.085,397.985,525.07,871.67,1345.9,686.53,396.76,852.21,746.175,719.04,549.825,1379.1,279.07,343.44,671.78,583.22,390.59,477.965,945.31,1134.23,723.93,388.02,605.05,566.55,180.72,679.43,520.49,860.27,747.985,255.26,804.11,960.87,452.93,842.07,1069.1,649.93,493.42,846.7,488.19,403.06,867.18,1414,689.74,644.093,612.155,1144.36,496.025,459.37,821.705,611.67,724.88,511.293,1763.14,323.01,1084.15,690.71,678.03,576.58,452.77,692.52,728.07,345.85,426.86,967.055,627.89,602.27,793.91,569.48,544.87,579.49,581.38,637.11,256.93,709,779.54,845.01,588.42,727.765,1121.13,933.51,640.33,1013.29,346.55,542.41,779.25,1051,461.505,304.68,779.89,881.705,415.285,533.12,317.96,475.32,1040,530.78,219.74,397.04,1516.95,411.24,644.9,1243.1,746.45,580.3,681.94,957.96,714.19,545.94,701.7,816.445,335.25,899.87,376.31,982.78,624.14,847.81,924.44,1010.04,488.75,252.86,328.96,505.05,246.75,432.29,220.72,366.2,640.54,216.91,421.09,375.74,240.54,297.35,216.25,304.03,343.35,317.28,280.66,165.6,589.03
213.55,174.71,140.97,141.95,85.07,184.62,303.955,174.23,159.375,275.21,116.6,136.87,92.77,112.09,130.985,159.66,162.34,141.34,79.745,85.16,135.54,170.57,88.505,30.22,118.62,231.295,119.405,131.12,255.35,56.32,81.09,113.53,113.79,121.64,33.735,88.08,159.5,94.97,117.19,151.59,128.41,43,100.19,98.36,146.31,75.675,37.61,146.96,126.94,103.17,116.52,172.76,103.04,91.04,124.57,91.2,103.45,120.42,271.86,154.25,161.053,186.335,247.26,145.255,120.2,117.02,106.79,55.15,49.5467,199.46,52.05,136.445,102.55,109.88,136.12,101.92,108.815,143.53,78.98,142.245,110.06,205.175,169.38,103.53,139.35,78.11,132.27,66.67,93.51,162.57,127.62,205.38,83.89,133.87,98.73,228.17,175.37,190.32,95.49,46.92,121.53,108.75,258.08,170.555,65.13,133.265,147.645,209.22,159.41,60.39,153.75,154.23,212.5,105.96,110.26,245.89,193.46,238.52,154.41,334.11,139.4,74.5,156.965,141.965,97.725,58.13,113.505,48.67,224.37,107.59,157.9,119.89,279.77,154.27,141.99,172.63,101.07,284.98,268.7,143.18,86.42,170.87,111.34,99.44,91.65,90.11,97.93,111.29,92.16,69.11,107.42,55.66,124.74,78.44,8.91,181.75
88.34,90.87,57.945,109.595,42.57,30.24,40.195,53.98,41.98,45.9,53.12,116.435,55.7,45.36,37.87,57.49,19.78,53.765,88.43,43.98,49.295,79.53,46.235,68.18,107.78,109.325,94.51,41.29,59.89,91.11,129.405,31.91,32.75,78.69,33.515,29.86,56.43,22.01,48.61,29.94,106.61,52.72,44.48,30.64,36.61,49.235,32.76,10.98,40.09,120.28,90.74,18,29.32,33.06,28.27,46.73,82.25,24.37,81.45,38.99,39.9033,61.0575,13.73,24.065,23.59,21.895,59.18,38.91,99.75,81.87,51.13,144.925,67.05,53.27,96.55,69.17,34.7,46.18,95.745,90.55,102.83,29.545,55.28,14.42,15.19,67.52,30.5,44.25,169.42,49.43,44.82,59.01,185.74,9.6,50.495,55.26,64.1,43.94,37.275,196.855,63.33,80.02,90.09,132.78,73.815,27.38,121.78,40.89,118.25,112.93,41.45,27.65,0,101.63,60.37,46.04,20.05,24.11,82.35,40.09,7.07,156.43,70.88,61.73,86.77,100.135,93.44,45.88,38.88,30.39,58.25,22.54,10.83,164.59,58.57,30.67,9.4,120.92,39.92,16.77,0,53.85,0,8.86,5.31,38.73,23.96,7,0,9.74,0,14.05,8.76,0.38,19.19,26.02
63.2,965.47,2940.51,64.07,3451.94,185.79,87.105,48.94,35.715,3552.94,32.01,76.215,2701.21,35.45,5230.43,4321.91,4144.24,1267.36,1872.39,2130.38,1404.28,970.94,47.435,6244.34,206.59,4879.58,1630.08,52.24,71.26,115.41,1167.39,3002.25,2947.04,2827.21,3770.85,5708.23,3738.64,747.12,3588.56,1883.08,4841.99,77.02,1172.39,6503.83,4901.14,2800.51,5979.53,3620.57,4094.3,89.95,60.85,72.99,1935.7,1559.63,1803.69,4327.01,540.97,2621.88,363.82,2593.88,5591.65,4302.77,2098.52,4985.82,749.51,1342.93,3575.75,5181.95,70.0167,3360.72,41.91,307.58,530.55,969.88,3709.85,42.29,1344.76,30.49,4739.97,1230.14,1519.13,132.76,2007.25,4009.81,3909.66,8453.9,319.715,2252.72,3661.73,7499.78,6922.43,7369.69,2213.13,5018.62,4923.64,3402.8,2690.9,201.87,67.775,1076.93,3440.25,116.48,107.035,3378.74,93.675,6849.7,217.17,4780.97,502.77,45.06,2360.67,3982.79,7481.33,142.095,5163.97,708.35,7523.29,1013.47,66.33,100,108.54,24.14,19.42,34.3,2571.36,35.93,248.96,4744,2052.25,2606.92,5316.7,4246.37,5301.7,278.3,159.29,256.74,5725.48,91.92,4875.52,7366.47,7020.43,10238.7,6851.54,6053.79,7326.98,4318.49,6501.26,7443.61,7398.47,7025.44,7979.52,5579.74,7924.12,7589.39,8405.11,7175.46
40.5,29.29,52.47,96.615,34.47,29.07,43.01,32.81,129.01,40.02,104.49,247.47,72.6,32.505,60.14,184.86,143.25,68.045,19.06,17.48,44.46,48.3033,51.09,120.98,62.7,40.52,71.3,40.435,65.58,87.06,91.395,57.1,17.56,76.94,71.425,71.02,39.45,55.44,34.19,39.37,44.15,94.84,69.54,54.54,83.47,36.205,109.41,44.47,55.09,45.63,41.28,56.7,91.48,71.41,51.7,94.79,107.57,46.04,72.47,29.21,168.07,45.7575,10.19,89.54,101.14,47.74,37.55,28.99,58.94,38.98,69.57,67.12,29.17,32.48,74.36,101.08,53.395,13.98,68.5,230.07,101.39,100.85,62.42,107.17,197.65,63.99,126.345,24.75,53.94,75.39,52.71,70.12,20.86,19.28,29.305,116.01,80.34,71.71,156.845,76.725,81.23,53.53,108.85,83.845,54.48,39.405,182.215,180.145,141.66,91.05,65.93,64.2,46.11,63.855,80.02,54.92,4.81,56.15,156.7,42.77,53.41,45.87,141.755,100.835,97.21,25.455,51.345,36.82,64.57,37.33,103.23,101.77,30.24,107.42,81.4,106.44,34.42,70.93,33.14,18.46,1.97,75.91,25.6,46.42,34.99,20.11,38.75,34.22,8.79,43.17,9.31,14.05,27.15,16.81,15.24,63.53
7.3,145,80.765,96.305,0,121.49,285.03,243.23,276.96,0,0,185.77,287.46,411.77,586.42,219.99,251.86,150.45,0,153.41,187.93,186.36,184.05,128.4,50.1,18.465,245.165,0,0,423.47,393.69,0,456.99,199.13,81.635,404.68,160.5,255.38,124.42,228.78,549.26,183.15,42.62,80.43,84.47,209.915,544.33,185.52,115.14,386.61,295.31,215.5,340.71,373,0,361.05,349.52,73.76,472.99,247.16,47.84,399.455,77.49,164.215,128.39,80.385,78.66,135.36,2.17333,112.51,318.4,200.41,0,0,166.04,125.43,140.415,0,4.295,0,61.995,153.92,166.97,72.58,56.93,98.6,116.415,510.22,251.2,103.42,140.41,137.75,252.85,222.32,110.635,13.37,0,63.44,0,136.095,185.2,198.81,177.68,15.445,330.64,175.71,151.92,208.04,92.42,84.48,180.85,143.38,186.94,170.975,96.89,112.24,110.68,125.76,86.92,322.41,104.13,332.06,201.33,245.415,189.725,192.215,215.16,0,47.2,265.08,99.46,26.51,98.27,0,147.49,312.37,557.87,96.99,0,230.41,225.32,117.17,93.54,110.58,191.82,36.95,70.19,204.88,0,122.77,216.86,179.26,190.29,129.39,0,183.63
692.5,745.79,655.165,577.26,681.21,714.12,612.62,911.19,563.855,506.76,1559.08,368.07,426.42,791.54,496.87,360.27,715.25,503.095,389.48,368.74,956.95,561.26,1068.67,906.25,674.36,538.61,584.625,433.155,339.12,806.4,468.9,333.03,492.11,486.09,486.86,569.81,576.68,539.8,852.1,308.61,414.07,444.01,334.57,385.1,396.72,615.34,370.31,452.12,422.52,523.97,764.78,507.46,501.14,513.96,715.54,474.19,436.47,687.69,397.66,602.97,799.02,594.572,672.99,750.42,1115.88,522.775,737,336.13,261.163,436.27,729.65,512.96,607.84,800.45,325.1,403.28,895.585,711.57,418.65,386.68,278.48,1097.82,717.44,636.35,408.49,724.12,605.14,662.27,478.05,474.11,418.85,561.34,470.27,629.47,688.115,589.92,754.31,585.4,436.92,752.225,610.53,462.98,613.025,384.555,394.42,439.35,560.975,570.43,345.58,469.4,375.77,858.38,499.02,776.915,349.3,668.99,506.41,1036.65,411.9,490.34,543.2,459.27,1019.2,634.96,512.73,459.46,413.885,741.34,350.05,461.47,565.53,519.23,452.77,389.71,752.39,460.97,458.86,601.99,461.43,660.06,575.67,412.09,562.69,481.84,853.1,392.94,625.24,649.98,660.14,683,663.99,549.11,608.8,700.35,632.44,515.54
